Link,Abstract,Author Keywords,Index Keywords
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151490722&doi=10.1088%2f1741-4326%2facc084&partnerID=40&md5=009957227248968ccb0c1d08d626fe21","The neutral ionisation model proposed by Groebner et al (2002 Phys. Plasmas 9 2134) to determine the plasma density profile in the H-mode pedestal, is extended to include charge exchange processes in the pedestal stimulated by the ideas of Mahdavi et al (2003 Phys. Plasmas 10 3984). The model is then tested against JET H-mode pedestal data, both in a ‘standalone’ version using experimental temperature profiles and also by incorporating it in the Europed version of EPED. The model is able to predict the density pedestal over a wide range of conditions with good accuracy. It is also able to predict the experimentally observed isotope effect on the density pedestal that eludes simpler neutral ionization models. © 2023 Crown copyright. Reproduced with the permission of the Controller of Her Majesty’s Stationery Office.","density; JET; pedestal; prediction","Charge transfer; Ionization; Plasma density; Charge exchange process; Density; Density pedestal; Density profile; H-mode pedestal; Ionization model; Mode density; Pedestal; Prediction modelling; Stand-alone version; Forecasting"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151481329&doi=10.1016%2fj.forsciint.2023.111667&partnerID=40&md5=26634049598b28543a7e683b91a2689d","In this study, a new complementary Y-STR system that includes 31 loci was developed (DYS522, DYS388, DYF387S1a/b, DYS510, DYS587, DYS645, DYS531, DYS593, DYS617, GATA_A10, DYS622, DYS552, DYS508, DYS447, DYS527a/b, DYS446, DYS459a/b, DYS444, DYS557, DYS443, DYS626, DYS630, DYS526a, DYF404S1a/b, DYS520, DYS518, and DYS526b). This 31-plex Y-STR system, SureID® Y-comp, is designed for biological samples from forensic casework and reference samples from forensic DNA database. To validate the suitability of this novel kit, many developmental works including size precision testing, sensitivity, male specificity testing, species specificity, PCR inhibitors, stutter precision, reproducibility, suitability for use on DNA mixture and parallel testing of different capillary electrophoresis devices were performed. Mutation rates were investigated using 295 DNA-confirmed father-son pairs. The results demonstrate that the SureID® Y-comp Kit is time-efficient, accurate, and reliable for various case-type samples. It possessed a higher discrimination power and can be a stand-alone kit for male identification. Moreover, the simply acquired additional Y-STR loci will be conductive to construct a robust database. Even if various commercial Y-STR kits are used in distinct forensic laboratories, a wider trans-database retrieval will become feasible with the effort of the SureID® Y-comp Kit. © 2023 Elsevier B.V.","31-plex Y-STR system; Developmental validation; Forensic genetics; Multiplex PCR assay",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151481142&doi=10.1016%2fj.jpsychires.2023.03.031&partnerID=40&md5=6b4575b06ac393c02173a37b32952b1a","Objective: Body dysmorphic disorder (BDD) is an often-severe condition in which individuals are preoccupied by misperceptions of their appearance as defective or ugly. Only serotonin reuptake inhibitors and cognitive-behavioral therapy have been demonstrated efficacious in randomized controlled trials. Psilocybin is a psychedelic drug with growing evidence for safety and efficacy in treatment of depression. This study aimed to pilot test the feasibility, tolerability, safety, and efficacy of psilocybin treatment of adults with BDD. Methods: In this open-label trial, 12 adults (8 women, 4 men) with moderate-to-severe non-delusional BDD that had been unresponsive to at least one serotonin reuptake inhibitor trial received a single oral dose of psilocybin 25 mg. There was no control group. Psychological support was provided before, during, and after the dosing session. The primary outcome measure for efficacy was the Yale-Brown Obsessive Compulsive Disorder Scale Modified for BDD (BDD-YBOCS) score during 12 weeks of assessments after dosing. Results: All participants completed dosing and all follow-up assessments. BDD-YBOCS scores decreased significantly over 12 weeks of follow-up (p < .001) with a large effect size (partial eta squared = 0.54), and significant changes from baseline were present at week 1 and persisted through week 12. Secondary efficacy measures of BDD symptoms, conviction of belief, negative affect, and disability also improved significantly, and no serious adverse events occurred. At week 12, seven participants (58%) were rated responders, based on ≥30% decrease in BDD-YBOCS. Conclusion: This study provides promising preliminary support for psilocybin as a treatment of BDD, warranting future controlled studies. © 2023 Elsevier Ltd","Body dysmorphic disorder; Clinical trial; Hallucinogen; Psilocybin","psilocybine; serotonin uptake inhibitor; adult; Article; body dysmorphic disorder; clinical article; clinical feature; coronavirus disease 2019; disability; dizziness; drug efficacy; drug safety; drug tolerability; fatigue; female; follow up; headache; human; insomnia; male; mood disorder; nausea; pilot study; pneumonia; psychological care; remission; somnolence; visual hallucination; Yale Brown Obsessive Compulsive Scale"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151409458&doi=10.1007%2fs00227-023-04204-5&partnerID=40&md5=998b1f8450555d4a1164da42dcf70a24","Unlike most cephalopods, the firefly squid Watasenia scintillans is highly monoandrous. We investigated this unusual phenomenon by considering the rare occurrence of polyandrous mating and the extremely male-biased operational sex ratio (OSR) at the beginning of the mating season. Theoretically, male-biased OSR can intensify competition for mates, leading to increased polyandry. We estimated OSR (male/female) as 32.7 and 9.1 at the beginning and end of the mating period, respectively. Next, we estimated the rate of polyandry in a population on a weekly basis, based on our new finding that the rate of polyandry can be estimated stochastically from the total number of spermatangia attached to one of the two seminal receptacles within a female. We found that the female squid sustains their highly monoandrous mating regime despite the fact that the OSR is extremely male-biased. Furthermore, there were no significant changes in the polyandry rate during the reproductive season. These results suggest that the squid mating system was not influenced by seasonal changes in OSR. Here, we discuss the evolutionary mechanism of how monoandry persists in this species. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Deep-sea squid; Monogamy; Operational sex ratio; Polyandry","deep-sea organism; monogamy; polyandry; reproductive strategy; seasonal variation; sex ratio"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151403431&doi=10.1016%2fj.ynstr.2023.100537&partnerID=40&md5=7b65868013a2e459a2f018f0e8323dea","After aversive stress, people either choose to return to their previously familiar social environment or tend to adopt temporary social withdrawal to buffer negative emotions. However, which behavior intervention is more appropriate and when remain elusive. Here, we unexpectedly found that stressed mice experiencing social isolation exhibited less anxiety than those experiencing social contact. Within the first 24 h after returning to their previous social environment, mice experienced acute restraint stress (ARS) displayed low social interest but simultaneously received excessive social disturbance from their cage mates, indicating a critical time window for social isolation to balance the conflict. To screen brain regions that were differentially activated between the poststress social isolation and poststress social contact groups, we performed ΔFosB immunostaining and found that ΔFosB + signals were remarkably increased in the vDG of poststress social isolation group compared with poststress social contact group. There were no significant differences between the two groups in the other anxiety- and social-related brain regions, such as prelimbic cortex, infralimbic cortex, nucleus accumbens, etc. These data indicate that vDG is closely related to the differential phenotypes between the poststress social isolation and poststress social contact groups. Electrophysiological recording, further, revealed a higher activity of vDG in the poststress social isolation group than the poststress social contact group. Chemogenetically inhibiting vDG excitatory neurons within the first 24 h after ARS completely abolished the anxiolytic effects of poststress social isolation, while stimulating vDG excitatory neurons remarkably reduced anxiety-like behaviors in the poststress social contact group. Together, these data suggest that the activity of vDG excitatory neurons is essential and sufficient to govern the anxiolytic effect of poststress social isolation. To the best of our knowledge, this is the first report to uncover a beneficial role of temporal social isolation in acute stress-induced anxiety. In addition to the critical 24-h time window, activation of vDG is crucial for ameliorating anxiety through poststress social isolation. © The Authors","Acute stress; Anxiolytic effect; Social contact; Social isolation; Ventral dentate gyrus","anxiolytic agent; clozapine; acute stress; amygdala; analysis of variance; animal experiment; animal model; anxiety; Article; central nucleus (amygdala); data analysis; dentate gyrus; electrophysiological procedures; electrophysiology; elevated plus maze test; hippocampus; immunohistochemistry; lateral hypothalamus; locomotion; mouse; nonhuman; open field test; patch clamp technique; phenotype; plasmid; radial arm maze test; social behavior; social interaction; social isolation; ventral dentate gyrus"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151244296&doi=10.1016%2fj.appdev.2023.101536&partnerID=40&md5=fe7492fbb9fa50d8675f1df22b31db65","Maternal depression can limit the quality of parenting behaviors that foster child academic achievement. This effect may be explained by functional difficulties, also known as role limitations, that result from experiencing physical health issues (i.e., physical role limitations) and emotional health issues (i.e., emotional role limitations). Physical and emotional role limitations might be especially salient in low-income, urban mother-child dyads because of elevated levels of environmental stressors. We conducted mediation models with a sample of 133 low-income, urban, predominantly African American and Latino families. Our analyses indicated direct links between maternal depression and emotional and physical role limitations, as well as a direct link between maternal depression and child reading (but not math) abilities. Analyses suggested that maternal depression was indirectly linked with child reading abilities through emotional role limitations. This study can inform programs that nurture development in urban, minoritized children in the context of poverty and maternal depression. © 2023 Elsevier Inc.","Child academic achievement; Ethnic and racial minoritized groups; Maternal depression; Role limitations",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151032977&doi=10.1016%2fj.csite.2023.102891&partnerID=40&md5=2b16f1b2904c5ff74194383645af29fe","The present research investigates a case study on thermal design and improvement of hydrazine monopropellant pipelines based on actual cases, in order to highlight the critical factors for thermal design when developing an onboard propulsion system for a satellite. A simple 1-D thermal math model was developed for thermal analysis using the lumped-parameter assumption, and three different thermal design cases of hydrazine propellant pipeline layouts were considered. By increasing heater power densities and applying modified worst cold boundary conditions for thermal analysis, the thermal design performance for the propellant pipelines of an actual satellite could be improved and verified through thermal vacuum test. After the successful operation of the pipeline heaters in the real space environment, some important lessons learned on thermal design improvements of hydrazine monopropellant pipeline layout could be attained from the present case study. These lessons learned will be useful for the future development of satellite onboard propulsion systems. © 2023 The Authors","Propulsion system; Satellite; Thermal analysis; Thermal design; Thermal math model; Thermal network method","Hydrazine; Pipelines; Propellants; Satellites; Spacecraft propulsion; Case-studies; Design improvements; Math model; On-board propulsion systems; Pipeline layout; Propulsion system; Thermal; Thermal designs; Thermal math model; Thermal network methods; Thermoanalysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151017539&doi=10.1016%2fj.exer.2023.109457&partnerID=40&md5=17f6e91d2a905fbde23616fd51b5209b","Corneal endothelial decompensation (CED) is the major cause of the long-term graft failure, but the underlying mechanisms remain unclear. The purpose of this study was to characterize the proteomic profile in CED aqueous humor (AH) after penetrating keratoplasty (PKP). We collected AH samples (n = 6/group) from CED patients underwent PKP and cataract patients, respectively. The label-free quantitative proteomic analysis was performed to identify the differentially-expressed proteins (DEPs). The biological functions of DEPs were evaluated using Gene Ontology (GO) analysis and Kyoto Encyclopedia of Genes and Genome (KEGG) analysis. The protein-protein interaction (PPI) network construction was employed to distinguish the hub proteins of DEPs, and the selected proteins were validated by parallel reaction monitoring (PRM). The human peripheral blood mononuclear cells (PBMCs) were adopted to investigate the effect of biglycan (BGN) on inflammatory response, and the subsequent outcomes of inflammation on human corneal endothelial cells (HCECs). A total of 174 DEPs were identified in CED AH of patients underwent PKP, including 102 up-regulated proteins and 72 down-regulated proteins. Bioinformatics analysis revealed the significant enrichment of cytokine-mediated signaling pathway and extracellular matrix (ECM) organization in the up-regulated proteins, as well as the alterations of cellular components, including the increase of collagen and complement component C1 complex, and reduction in extracellular exosomes. A hub protein cluster of 15 proteins was determined by Molecular Complex Detection (MCODE), including FN1, BGN, COMP, COL11A1, COLA3A1, and COL1A1. Moreover, BGN promoted pro-inflammatory cytokine (such as TNF-α, IL-1β and IL-6) production in PBMCs through NF-κB signaling pathway, which subsequently resulted in HCECs death. These findings provided a systemic protein profile of AH in CED patients after corneal transplantation, with the alterations implicated in cytokine-mediated signaling, ECM, complement system, and exsomes. The identified proteins and signaling pathways probably paved the novel insight into understanding the pathogenesis of the disease. © 2023 Elsevier Ltd","Aqueous humor; Corneal endothelial decompensation; Corneal transplantation; Pathogenesis; Proteomics","biglycan; collagen; collagen type 1; collagen type 3; collagen type I alpha 1 chain; complement component C1; dexamethasone plus tobramycin; ELAV like protein 2; fibronectin; hydrocortisone; interleukin 1beta; interleukin 6; prednisolone; tacrolimus; tumor necrosis factor; adult; aged; aqueous humor; Article; cell death; clinical article; complement system; controlled study; cornea endothelium; cornea transplantation; cytokine signaling; differential gene expression; down regulation; drug dose reduction; exosome; extracellular matrix; female; human; human cell; human tissue; KEGG; male; NF kB signaling; penetrating keratoplasty; peripheral blood mononuclear cell; protein protein interaction; proteomics; upregulation"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150981046&doi=10.1007%2fs00526-023-02469-8&partnerID=40&md5=fc54d02a87b4943c6bb83a7b6ab75826","We prove that the Inverse Mean Curvature Flow of a non-star-shaped, mean-convex embedded sphere in Rn+1 with symmetry about an axis and sufficiently long, thick necks exists for all time and homothetically converges to a round sphere as t→ ∞. Our approach is based on a localized version of the parabolic maximum principle. We also present two applications of this result. The first is an extension of the Minkowski inequality to the corresponding non-star-shaped, mean-convex domains in Rn+1. The second is a connection between IMCF and minimal surface theory. Based on previous work by Meeks and Yau (Math Z 179:151–168, 1982) and using foliations by IMCF, we establish embeddedness of the solution to Plateau’s problem and a finiteness property of stable immersed minimal disks for certain Jordan curves in R3. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",,
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150980826&doi=10.5812%2fcompreped-132383&partnerID=40&md5=4ab72946c3ee22de5617066120196438","Background: Functional constipation (FC) is a common problem in childhood worldwide. This disorder can lead to various phys-ical and behavioral problems and ultimately reduce the quality of life. Sleep disorders are also among the complaints of patients with FC. Objectives: In this study, we aimed to investigate the prevalence of sleep disorders in children with chronic FC. Methods: This cross-sectional study was conducted on 140 children aged 5 to 12 with chronic FC referred to the specialized pediatrics clinic of Amirkabir Hospital of Arak, Iran. The functional constipation was diagnosed based on Rome IV criteria. Children and their parents were requested to complete the Children’s Sleep Habits Questionnaire (CSHQ). Data analysis was performed in SPSS version 22 using the chi-square and Mann-Whitney tests to find significant associations at the significance level of 5%. Results: The mean (SD) age of the participants was 7.36 ± 1.6, and most participants were boys (65.7%). The prevalence of sleep disorders in children with chronic FC was 62.9% (95% CI: 54.5-70.2). Sleep resistance and sleep apnea were the most common minor sleep disorders. The prevalence of sleep disorders was significantly higher in girls (81.3%) than in boys (53.3%) with chronic FC (P = 0.001). There was no significant difference in the prevalence of sleep disorders in children with chronic FC aged 5 to 8 and 9 to 12. Conclusions: In the present study, the results showed that the prevalence of sleep disorders in children with chronic FC was signifi-cant, and it was higher compared to other studies conducted on healthy children, and also it was found that girls had a significantly higher rate of sleep disorders than boys. © 2023, Author(s).","Children; Chronic Functional Constipation; Sleep Disorders","anxiety; Article; child; chronic constipation; cross-sectional study; daytime somnolence; female; groups by age; human; Iran; major clinical study; male; nocturnal awakening; nonREM sleep; parasomnia; preschool child; prevalence; school child; sex difference; sleep disorder; sleep disordered breathing; sleep quality; sleep time"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150922980&doi=10.1088%2f1361-6587%2facc483&partnerID=40&md5=28662769125dc15a76b5dd89c66731bf","Previous work (Robinson 2022 Plasma Phys. Control. Fusion 64 105014) has shown that there is a regime of ion beam transport in plasmas where the electron-ion drag becomes so intense that the electron temperature rapidly rises to temperatures at which the electron-ion drag is strongly reduced. This regime is mainly thought to pertain to short-pulse laser-generated ion beams, because of the ion energy fluences required to enter this regime. The regime for was thought to be determined by a dimensionless number, Ξ h . Here it is shown that there is another dimensionless number that needs to be considered. Numerical simulations show that this dimensionless number, χ h, does not affect the half-energy range of the ion beam, but does determine how strong stopping is at the ion beam front, and thus how rapidly the beam energy falls past the half-energy range. © 2023 The Author(s). Published by IOP Publishing Ltd.","ion beams; laser; plasma; transport","Drag; Ions; Laser produced plasmas; Plasma interactions; Dimensionless number; Electron ions; Energy ranges; Heating regimes; Intense laser; Ion-drag; Laser generated ions; Rapid-heating; Robinson; Transport; Ion beams"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150921121&doi=10.1007%2fs00526-023-02462-1&partnerID=40&md5=4b37fcd134a5a82968ce388938e7dfbb","We prove the local well-posedness in Sobolev spaces of the free-boundary problem for compressible inviscid resistive isentropic MHD system under the Rayleigh–Taylor physical sign condition, which describes the motion of a free-boundary compressible plasma in an electro-magnetic field with magnetic diffusion. We use Lagrangian coordinates and apply the tangential smoothing method introduced by Coutand–Shkoller (J Am Math Soc 20(3):829–930, 2007, Arch Ration Mech Anal 206(2):515–616, 2012) to construct the approximation solutions. One of the key observations is that the Christodoulou–Lindblad type elliptic estimate (Christodoulou and Lindblad in Commun Pure Appl Math 53(12):1536–1602, 2000) together with magnetic diffusion not only gives the common control of magnetic field and fluid pressure directly, but also controls the Lorentz force which is a higher order term in the energy functional. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",,
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150913971&doi=10.1007%2fs10915-023-02160-2&partnerID=40&md5=ed4767e911a659ff64505bd90b4a583a","In this paper, we prove uniform error bounds for proper orthogonal decomposition (POD) reduced order modeling (ROM) of Burgers equation, considering difference quotients (DQs), introduced in Kunisch and Volkwein (Numer Math 90(1):117–148, 2001). In particular, we study the behavior of the DQ ROM error bounds by considering L2(Ω) and H01(Ω) POD spaces and l∞(L2) and natural-norm errors. We present some meaningful numerical tests checking the behavior of error bounds. Based on our numerical results, DQ ROM errors are several orders of magnitude smaller than noDQ ones (in which the POD is constructed in a standard way, i.e., without the DQ approach) in terms of the energy kept by the ROM basis. Further, noDQ ROM errors have an optimal behavior, while DQ ROM errors, where the DQ is added to the POD process, demonstrate an optimality/super-optimality behavior. It is conjectured that this possibly occurs because the DQ inner products allow the time dependency in the ROM spaces to make an impact. © 2023, The Author(s).","Difference quotients; Error analysis; Optimality; Proper orthogonal decomposition; Reduced order models","Partial differential equations; Principal component analysis; Burger's equations; Difference quotient; Error bound; Model errors; Optimality; Orthogonal decomposition; Proper Orthogonal; Proper orthogonal decomposition; Reduced order modelling; Reduced-order model; Error analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150897955&doi=10.1016%2fj.uclim.2023.101448&partnerID=40&md5=0de32ed8008aac2b35cec94cdd875f4f","Urban plants play a significant role in improving the deterioration of air quality caused by extremely heavy traffic. This study aims at exploring the effects of three-dimensional morphology characteristics of road-trees on traffic-related PM2.5 distribution through ENVI-met simulations. Firstly, this study verifies the performance of ENVI-met pollutants dispersion model by comparison with field measurements. Then a typical high-density block model is built and thirteen simulation groups under varied morphology parameters of height of tree, height of trunk and width of crown are designed in ENVI-met. The results indicate that planting 10 m-height roadside trees is effective for pollutant dilution in the vertical direction, and the trees with high trunk height have a strong capacity in clearing the traffic-related PM2.5 at pedestrian level and promote the diffusion of PM2.5, but excessive crown width would cause PM2.5 escaping from the block hardly and increase pedestrian exposure levels. A practical range of plant morphological parameters is recommended and applied in landscape design that takes seasonal requirements into account. © 2023 Elsevier B.V.","ENVI-met; Hot-humid areas; Roadside trees; Traffic-related PM2.5; Trees morphology",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150888959&doi=10.1088%2f1361-6544%2facc3f0&partnerID=40&md5=af0f043fbb8687edf203eec198f97a48","In the paper, we are concerned with the nonlinear Cauchy problem on the Vlasov-Poisson-Landau/Boltzmann system around global Maxwellians in a torus or a finite channel. The main goal is to establish the global existence and large time behaviour of small amplitude solutions for a class of low regularity initial data. The molecular interaction type is restricted to the case of hard potentials for two classical collision operators because of the effect of the self-consistent forces. The result extends the one by Duan-Liu-Sakamoto-Strain (Duan et al 2021 Commun. Pure Appl. Math. 74 932-1020) for the pure Landau/Boltzmann equation to the case of the VPL and VPB systems. © 2023 IOP Publishing Ltd & London Mathematical Society.","35J05; 35Q20; 35Q83; 76X05; low regularity and mild solution; Vlasov-Poisson-Boltzmann system; Vlasov-Poisson-Landau system",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150868114&doi=10.1007%2fs00526-023-02460-3&partnerID=40&md5=526afba163eaf2a89e730cb8da420f6f","Given an RCD(K, N) space (X, d, m) , one can use its heat kernel ρ to map it into the L2 space by a locally Lipschitz map Φ t(x) : = ρ(x, · , t). The space (X, d, m) is said to be an isometrically heat kernel immersing space, if each Φ t is an isometric immersion after a normalization. A main result states that any compact isometrically heat kernel immersing RCD(K, N) space is isometric to an unweighted closed smooth Riemannian manifold. This is justified by a more general result: if a compact non-collapsed RCD(K, N) space has an isometrically immersing eigenmap, then the space is isometric to an unweighted closed Riemannian manifold, which greatly improves a regularity result in by Honda (Comment Math Helv 96(3):515–559, 2021). As an application of these results, we give a C∞-compactness theorem for a certain class of Riemannian manifolds with a curvature-dimension-diameter bound and an isometrically immersing eigenmap. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",,
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150775023&doi=10.1016%2fj.injury.2023.02.013&partnerID=40&md5=5cb50ef73ef61a73f919c6a1a62512a9","Purpose: The features of fibrinolytic system modifications and their relationship with prognosis are still unknown in traumatic pancreatic injury. The object of this prospective cohort research was to identify fibrinolytic characteristics in patients with pancreatic trauma and to identify the correlation to mortality. Method: A prospective screening of traumatic pancreatic injury patients was done for five years. The fibrinolytic status of patients was determined by thromboelastography (TEG). The percentage reduction in clot strength 30 min (LY30) after the time of maximal clot strength was utilized to distinguish the fibrinolytic phenotype of individuals, including fibrinolytic shutdown (SD), physiologic fibrinolysis (PHYS) and hyperfibrinolysis (HF). Two cohorts, transient fibrinolytic shutdown (TSD) and persistent fibrinolytic shutdown (PSD), were divided according to whether fibrinolytic shutdown persisted within one week. Demographics, injury severity, characteristics of pancreatic injury, treatment, and outcomes were compared. Result: A total of 180 cases enrolled, aged 42(interquartile range 32–51) years, 88% males, 97% were blunt trauma. The median ISS was 19(IQR 10–25), and 76% were AAST grade III to V (high-grade). At admission, there were 159 cases of SD (88%), 15 cases of PHYS (8%) while 6 cases of HF (3%). Of these, the TSD cohort included 54 patients (34%), while the PSD cohort included 105 patients (66%). Compared with the TSD cohort, the PSD cohort had more severe injury (ISS 21[IQR 12–27] vs 16[IQR 9–22], p = 0.006) and a higher proportion of AAST high-grade (83% vs 67%, p = 0.035). Persistent fibrinolytic shutdown was associated with operative treatment (odds ratio [OR] 3.111; 95%CI 1.146–8.447; p = 0.026), associated intra-abdominal injury (OR 8.331; 95% CI 1.301–53.336; p = 0.025) and admission LY30 (OR 0.016; 95% CI 0.002 - 0.120; p < 0.001). It was an independent predictor of mortality (adjusted odds ratio [AOR] 4.674; 95% CI 1.03 to 21.14; p = 0.045). Conclusion: Fibrinolytic shutdown especially persistence of this phenotype is more common in traumatic pancreatic injury than PHYS and HF, which related with mortality. Risk factors including LY30 at admission, intra-abdominal injury and operative treatment were associated with the persistent fibrinolytic shutdown. Sheltered the patients from these risk factors seems to be beneficial, which need to be confirmed by further large-scale studies. © 2023 Elsevier Ltd","Fibrinolysis shutdown; Mortality; Non-operative treatment; Traumatic pancreatic injury",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150518817&doi=10.1016%2fj.jspr.2023.102110&partnerID=40&md5=b875d3dbcd411eb9951e7075abab6f08","Temperature and humidity determine seed viability, but their effect on seed pest reproduction, such as that of the bean beetle Callosobruchus maculatus, remains understudied. Adult male C. maculatus pass large ejaculates to mates while not feeding. Here, we studied ejaculate production and longevity in C. maculatus males at different temperatures and mating patterns. After development at 25, 27 and 29 °C, eclosing males were weighed and prevented from mating (m0) or allowed to mate once with virgin females three (m3) or five (m5) days after eclosion or to mate twice, three and five days after eclosion (m3+5). We weighed males before and after mating to estimate body mass loss due to ejaculate transfer and depletion of resources over time attributed to routine physiology/evaporation. Warmer conditions increased mortality and development rates and tended to decrease body mass. Males with a large body mass at eclosion survived longer than smaller males. The body mass of males was depleted at daily rates equal to 3–5% of body mass at eclosion. The rates of this loss increased in warmer conditions, suggesting that this process was the main determinant of the thermal pattern of mortality. During a single mating, males produced ejaculates that constituted 2–6% of their body mass at eclosion. Contrary to predictions, ejaculate production did not change with thermal conditions. Body mass losses through ejaculate transfer resulted in increased male mortality, and this effect was two times stronger than the effect of a comparable body mass loss through routine physiology/evaporation. Ejaculate mass decreased with age independent of mating history, suggesting that ejaculate production is restricted by routine physiology/evaporation losses. We conclude that the longevity of male C. maculatus is a function of body mass loss, but the two sources of body mass loss considered here, ejaculates and routine physiology, are not equally costly. © 2023 Elsevier Ltd","Aphagia; Callosobruchus maculatus; Nuptial gift; Survival; Temperature",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150484325&doi=10.1088%2f1361-6420%2facc19a&partnerID=40&md5=e05b1fac8f2fe70b3a4e85705240cd37","We revisit the differential sampling method introduced in (Haddar and Nguyen 2017 Comput. Math. Appl. 74 2831-55) for the identification of a periodic domain and some local perturbation. We provide a theoretical justification of the method that avoids assuming that the local perturbation is also periodic. Our theoretical framework uses functional spaces with continuous dependence with respect to the Floquet-Bloch variable. The corner stone of the analysis is the justification of the generalized linear sampling method in this setting for a single Floquet-Bloch mode. © 2023 IOP Publishing Ltd.","inverse scattering problems; linear sampling method; periodic medium","Continuous dependence; Functional spaces; Inverse scattering problems; Linear sampling methods; Local perturbation; Periodic domains; Periodic layers; Periodic media; Sampling method; Theoretical framework; Inverse problems"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150421965&doi=10.1016%2fj.ecolind.2023.110156&partnerID=40&md5=a90e13c74dde7ab927f1d4afd189f6de","At the Yangtze River estuary, the Chongming Dongtan International Important Wetland is a typical estuary wetland. It is an essential habitat for international migratory birds. The habitat of birds in this area changes rapidly. The ecological corridor is an important means to maintain the stability of the watershed ecosystem and enhance the ecological sustainability of the watershed. It has significant demonstration implications for the preservation of biodiversity and the restoration of ecological functions of wetlands with significant ecological value. In this study, the rare white-headed crane distributed in Chongming Dongtan was taken as the research object, and the land use change in Chongming Dongtan in recent ten years was obtained by ENVI and ArcGIS10.8 software. The ecological sources of the white-headed crane population were screened using morphological spatial pattern analysis (MSPA) and landscape connectivity. Using GIS technology to construct a comprehensive resistance surface, combined with circuit theory, the ecological processes in heterogeneous landscapes are simulated by calculating ' resistance ' or ' current ' to identify important ecological corridors, ecological pinch points, and ecological obstacles. The results showed that the region included 24 ecological sources, 46 ecological corridors, 127 ecological pinch points, and 134 Ecological obstacle points. The habitat in the study area showed a trend of fragmentation. The high-resistance areas of Chongming Dongtan were mainly distributed in low-altitude areas with rapid urbanization and frequent human activities, such as Qiyao Town and Yuxi Village. The ecological corridors of White-headed cranes are mainly distributed in bare flat, reed beaches, grassland, and paddy fields. The optimal threshold of MSPA landscape in the study area is 500 m. At the same time, the ecological function area is optimized and divided into different levels, such as ecological core area, ecological buffer zone, ecological crisscross area, production and living area. This study constructs the ecological corridor of the White-headed crane in Chongming Dongtan from the regional wetland scale, which is helpful to optimize the suitable habitat pattern, and provide the method basis for the habitat protection and ecological network construction of regional wetland habitat. © 2023 The Author(s)","Circuit theory; Ecological corridor; Ecological pinch point; MSPA; White-headed crane","Biodiversity; Birds; Ecosystems; Electric network analysis; Land use; Molluscs; Rivers; Timing circuits; Wetlands; Chongming; Circuits theory; Ecological corridor; Ecological functions; Ecological pinch point; Morphological spatial pattern analyse; Pinch points; Spatial pattern analysis; Study areas; White-headed crane; Watersheds; bird; estuarine environment; GIS; habitat corridor; habitat fragmentation; land use change; theoretical study; wetland; China; Chongming Island; Dongtan; Shanghai"
